,Team,First date home stadium open to fans,County(s),State,% fans,Counties,State.1,% fans.1,Unnamed: 8,Stadium_Counties,Donor_Counties
96,Houston,,,,,montgomery,TX,4.42,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
97,Houston,,,,,brazoria,TX,3.58,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
98,Houston,,,,,travis,TX,3.3,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
99,Houston,,,,,bexar,TX,3.02,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
100,Houston,,,,,jefferson,TX,1.0,,"[nan, 'harris']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
101,Indianapolis,9/20/2020,marion,IN,19.58,hamilton,IN,9.1,"Aug. 24, 2020: Indiana began reporting cases indentified through antigen testing, and announced 975 of these cases from July 28 through Aug. 22.

Sept. 18, 2020: Indiana added 462 cases previously unreported because of a lab error.","['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
102,Indianapolis,,,,,hendricks,IN,3.51,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
103,Indianapolis,,,,,johnson,IN,3.06,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
104,Indianapolis,,,,,allen,IN,2.55,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
105,Indianapolis,,,,,boone,IN,2.0,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
106,Indianapolis,,,,,hancock,IN,1.7,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
107,Indianapolis,,,,,cook,IL,1.61,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
108,Indianapolis,,,,,hamilton,OH,1.27,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
109,Indianapolis,,,,,madison,IN,1.14,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
110,Indianapolis,,,,,jefferson,KY,1.14,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
111,Indianapolis,,,,,vanderburgh,IN,1.1,,"['marion', nan]","['noble', 'ripley', 'jennings', 'starke', 'scott', 'washington', 'daviess', 'vermillion', 'perry', 'ohio', 'crawford', 'kosciusko', 'sullivan', 'greene', 'lagrange', 'white', 'switzerland', 'elkhart', 'adams', 'cass', 'warren', 'steuben', 'brown', 'knox', 'bartholomew', 'clay', 'montgomery', 'grant', 'harrison', 'spencer', 'wayne', 'marshall', 'decatur', 'tipton', 'monroe', 'pike', 'union', 'henry', 'morgan', 'blackford', 'lake', 'gibson', 'howard', 'martin', 'orange', 'fulton', 'st. joseph', 'wabash', 'franklin', 'jay', 'owen', 'putnam', 'whitley', 'floyd', 'warrick', 'clark', 'tippecanoe', 'clinton', 'rush', 'wells', 'fountain', 'dekalb', 'parke', 'shelby', 'dearborn', 'carroll', 'vigo', 'huntington', 'jefferson', 'jackson', 'miami', 'laporte', 'delaware', 'newton', 'dubois', 'benton', 'jasper', 'posey', 'pulaski', 'randolph', 'lawrence', 'porter', 'fayette']"
112,Jacksonville,9/13/2020,duval,FL,36.05,saint johns,FL,9.49,"July 2, 2020: Florida began reporting positive cases based on antigen tests, resulting in a one-day increase of about 700 cases.

Sept. 1, 2020: Florida added a backlog of 3,870 cases from one laboratory dating back several months.

Thanksgiving, Christmas and New Years: Reported after the holidays.","[nan, 'duval']","['gilchrist', 'martin', 'hendry', 'okaloosa', 'citrus', 'glades', 'st. johns', 'suwannee', 'liberty', 'marion', 'jefferson', 'gulf', 'jackson', 'leon', 'holmes', 'washington', 'franklin', 'columbia', 'dixie', 'sumter', 'desoto', 'levy', 'hamilton', 'walton', 'putnam', 'osceola', 'monroe', 'wakulla', 'taylor', 'lafayette', 'escambia', 'charlotte', 'gadsden', 'union', 'flagler', 'baker', 'hardee', 'madison', 'bradford', 'st. lucie', 'alachua', 'bay', 'okeechobee', 'highlands', 'indian river', 'lake', 'calhoun', 'santa rosa']"
113,Jacksonville,,,,,clay,FL,4.25,,"[nan, 'duval']","['gilchrist', 'martin', 'hendry', 'okaloosa', 'citrus', 'glades', 'st. johns', 'suwannee', 'liberty', 'marion', 'jefferson', 'gulf', 'jackson', 'leon', 'holmes', 'washington', 'franklin', 'columbia', 'dixie', 'sumter', 'desoto', 'levy', 'hamilton', 'walton', 'putnam', 'osceola', 'monroe', 'wakulla', 'taylor', 'lafayette', 'escambia', 'charlotte', 'gadsden', 'union', 'flagler', 'baker', 'hardee', 'madison', 'bradford', 'st. lucie', 'alachua', 'bay', 'okeechobee', 'highlands', 'indian river', 'lake', 'calhoun', 'santa rosa']"
114,Jacksonville,,,,,harris,TX,2.31,,"[nan, 'duval']","['gilchrist', 'martin', 'hendry', 'okaloosa', 'citrus', 'glades', 'st. johns', 'suwannee', 'liberty', 'marion', 'jefferson', 'gulf', 'jackson', 'leon', 'holmes', 'washington', 'franklin', 'columbia', 'dixie', 'sumter', 'desoto', 'levy', 'hamilton', 'walton', 'putnam', 'osceola', 'monroe', 'wakulla', 'taylor', 'lafayette', 'escambia', 'charlotte', 'gadsden', 'union', 'flagler', 'baker', 'hardee', 'madison', 'bradford', 'st. lucie', 'alachua', 'bay', 'okeechobee', 'highlands', 'indian river', 'lake', 'calhoun', 'santa rosa']"
115,Jacksonville,,,,,orange,FL,2.01,,"[nan, 'duval']","['gilchrist', 'martin', 'hendry', 'okaloosa', 'citrus', 'glades', 'st. johns', 'suwannee', 'liberty', 'marion', 'jefferson', 'gulf', 'jackson', 'leon', 'holmes', 'washington', 'franklin', 'columbia', 'dixie', 'sumter', 'desoto', 'levy', 'hamilton', 'walton', 'putnam', 'osceola', 'monroe', 'wakulla', 'taylor', 'lafayette', 'escambia', 'charlotte', 'gadsden', 'union', 'flagler', 'baker', 'hardee', 'madison', 'bradford', 'st. lucie', 'alachua', 'bay', 'okeechobee', 'highlands', 'indian river', 'lake', 'calhoun', 'santa rosa']"
